2024年4月,,,,,,
編號,地震時間,經度,緯度,規模,深度,位置
小區域有感地震,2024/4/4 02:31,121.675,24.173,4,18.4,花蓮縣政府北北東方  20.9  公里 (位於花蓮縣近海)(花蓮縣近海)
104,2024/4/4 02:30,121.683,24.1767,4.3,18,花蓮縣政府北北東方  21.5  公里 (位於花蓮縣近海)(花蓮縣近海)
103,2024/4/4 02:29,121.788,23.7963,5.4,5.8,花蓮縣政府東南方  27.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 02:04,121.613,24.0867,3.4,13.1,花蓮縣政府北方  10.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024/4/4 01:44,121.655,23.8968,3.6,36.8,花蓮縣政府南南東方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 01:40,121.571,24.039,3.2,8.9,花蓮縣政府西北方  7.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
102,2024/4/4 01:39,121.627,23.931,4.7,17.6,花蓮縣政府南方  6.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 01:30,121.77,24.2267,3.2,14.3,花蓮縣政府北北東方  30.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 01:20,121.813,24.0537,4,23,花蓮縣政府東北東方  20.8  公里 (位於臺灣東部海域)(臺灣東部海域)
101,2024/4/4 01:18,121.769,24.082,4.7,12.8,花蓮縣政府東北東方  18.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 01:12,121.761,24.2518,3.7,14.1,花蓮縣政府北北東方  32.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 01:02,121.679,24.1808,3.8,17.3,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:52,121.682,24.136,3.9,18.4,花蓮縣政府北北東方  17.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:33,121.668,24.003,3.7,35.4,花蓮縣政府東北東方  5.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:26,121.746,24.2408,3.3,12,花蓮縣政府北北東方  30.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:18,121.68,24.1503,3.1,16.1,花蓮縣政府北北東方  18.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:17,121.611,24.0885,3.1,12.8,花蓮縣政府北方  10.8  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024/4/4 00:12,121.787,23.7845,4.1,13.2,花蓮縣政府東南方  28.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 00:07,121.685,24.1735,3,19,花蓮縣政府北北東方  21.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 00:06,121.555,23.8428,3.8,6.4,花蓮縣政府南南西方  17.7  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
100,2024/4/3 23:55,121.739,24.2115,5.1,10,花蓮縣政府北北東方  27.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:54,121.674,24.1688,4.6,17.1,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:54,121.668,24.1893,3.5,15.6,花蓮縣政府北北東方  22.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:53,121.687,24.1697,3.4,16.9,花蓮縣政府北北東方  20.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:49,121.619,23.9572,3.5,23.9,花蓮縣政府南方  3.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:47,121.674,24.1747,3.7,18.9,花蓮縣政府北北東方  21.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:47,121.772,24.041,3.6,23.7,花蓮縣政府東北東方  16.5  公里 (位於臺灣東部海域)(臺灣東部海域)
99,2024/4/3 23:42,121.683,24.1738,5,17.1,花蓮縣政府北北東方  21.2  公里 (位於花蓮縣近海)(花蓮縣近海)
98,2024/4/3 23:39,121.688,24.1555,5.1,17.2,花蓮縣政府北北東方  19.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:35,121.652,23.8242,3.8,28.9,花蓮縣政府南方  18.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:32,121.529,23.716,3.3,5,花蓮縣政府南南西方  31.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2024/4/3 23:30,121.662,23.9168,4.4,30.5,花蓮縣政府南南東方  9.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:27,121.678,24.1148,3.9,17.5,花蓮縣政府北北東方  14.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:25,121.652,24.0168,4.4,37.9,花蓮縣政府東北方  4.3  公里 (位於花蓮縣近海)(花蓮縣近海)
97,2024/4/3 23:20,121.725,24.1615,4.1,9.2,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 23:09,121.715,24.268,3,13.7,花蓮縣政府北北東方  32.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 23:06,121.687,24.128,3.6,36.3,花蓮縣政府北北東方  16.6  公里 (位於花蓮縣近海)(花蓮縣近海)
96,2024/4/3 23:01,121.69,24.238,4.6,22.9,花蓮縣政府北北東方  28.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 22:55,121.723,24.022,3.4,28.1,花蓮縣政府東北東方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
95,2024/4/3 22:49,121.806,24.1475,4.7,11.6,花蓮縣政府東北方  25.7  公里 (位於臺灣東部海域)(臺灣東部海域)
94,2024/4/3 22:38,121.644,24.1823,4.5,7.7,花蓮縣政府北方  21.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 22:29,121.816,24.1928,4.4,22,花蓮縣政府東北方  29.9  公里 (位於臺灣東部海域)(臺灣東部海域)
93,2024/4/3 22:29,121.691,24.18,4.3,13.5,花蓮縣政府北北東方  22.1  公里 (位於花蓮縣近海)(花蓮縣近海)
92,2024/4/3 22:17,121.767,24.3035,4,14.7,花蓮縣政府北北東方  37.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 22:12,121.686,24.1633,3.3,15.4,花蓮縣政府北北東方  20.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 22:12,121.687,24.1585,3.4,17.2,花蓮縣政府北北東方  19.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 22:03,121.512,23.883,3.2,15.6,花蓮縣政府西南方  16.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 21:57,121.561,23.8817,3.4,13.2,花蓮縣政府南南西方  13.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
91,2024/4/3 21:52,121.832,24.164,4.1,21,花蓮縣政府東北方  28.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 21:51,121.668,24.162,3.3,17.5,花蓮縣政府北北東方  19.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 21:42,121.693,24.1118,4.1,43,花蓮縣政府北北東方  15.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 21:32,121.722,24.0628,4.2,25.1,花蓮縣政府東北方  13.0  公里 (位於臺灣東部海域)(臺灣東部海域)
90,2024/4/3 21:24,121.764,24.1995,4.4,23.8,花蓮縣政府東北方  27.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 21:24,121.777,24.1972,3.9,22,花蓮縣政府東北方  27.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 21:12,121.764,24.0045,3.3,24.7,花蓮縣政府東方  14.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 21:00,121.833,24.1995,3.5,21.5,花蓮縣政府東北方  31.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 20:52,121.641,23.8562,4,34.9,花蓮縣政府南方  15.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 20:43,121.692,23.9902,3.5,24.9,花蓮縣政府東方  7.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 20:35,121.509,23.7798,3.7,13.8,花蓮縣政府南南西方  26.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 20:05,121.626,24.0307,3.6,32.1,花蓮縣政府北方  4.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 20:03,121.615,24.0235,3.9,26.3,花蓮縣政府北方  3.6  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
89,2024/4/3 20:02,121.635,24.0363,4.3,15.9,花蓮縣政府北北東方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:55,121.668,24.1505,3.3,16.6,花蓮縣政府北北東方  18.3  公里 (位於花蓮縣近海)(花蓮縣近海)
88,2024/4/3 19:51,121.635,24.0298,4.3,22.1,花蓮縣政府北北東方  4.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:46,121.751,24.2053,3.4,17.5,花蓮縣政府北北東方  27.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:38,121.764,24.2967,3.6,14.9,花蓮縣政府北北東方  36.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:38,121.723,24.0623,3.6,5.6,花蓮縣政府東北方  13.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 19:24,121.787,24.2028,3.3,8,花蓮縣政府東北方  29.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 19:22,121.632,23.9038,4.2,32.7,花蓮縣政府南方  9.7  公里 (位於花蓮縣近海)(花蓮縣近海)
87,2024/4/3 19:22,121.744,24.2157,4,13.1,花蓮縣政府北北東方  27.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:10,121.548,23.823,3.9,7.6,花蓮縣政府南南西方  20.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 19:06,121.626,23.9383,3.9,32.4,花蓮縣政府南方  5.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:05,121.824,24.2893,3.4,9.2,花蓮縣政府東北方  39.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 19:04,121.774,24.1973,3.2,9.1,花蓮縣政府東北方  27.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 19:03,121.823,24.04,3.7,21.2,花蓮縣政府東北東方  21.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 18:58,121.58,23.807,3.5,21.1,花蓮縣政府南南西方  20.8  公里 (位於花蓮縣近海)(花蓮縣近海)
86,2024/4/3 18:56,121.681,24.034,4.9,42.6,花蓮縣政府東北方  7.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:43,121.628,24.0437,3.6,22.8,花蓮縣政府北方  5.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:41,121.763,24.112,3.8,27,花蓮縣政府東北方  19.8  公里 (位於臺灣東部海域)(臺灣東部海域)
85,2024/4/3 18:38,121.639,24.2017,4.6,29.9,花蓮縣政府北方  23.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 18:30,121.811,23.7903,3.8,14,花蓮縣政府東南方  29.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 18:28,121.629,24.0647,3.7,14,花蓮縣政府北方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:27,121.797,24.1362,3.5,24.4,花蓮縣政府東北方  24.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 18:26,121.823,24.1298,3.7,25.6,花蓮縣政府東北方  25.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 18:24,121.599,23.8122,3.7,28.7,花蓮縣政府南方  19.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:20,121.527,23.7877,3.6,15.3,花蓮縣政府南南西方  24.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 18:13,121.696,24.1132,3.5,10.5,花蓮縣政府北北東方  15.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:11,121.681,24.1355,3.7,19.1,花蓮縣政府北北東方  17.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:08,121.516,23.799,3.8,12.4,花蓮縣政府南南西方  23.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 18:07,121.676,24.1633,3.9,15.4,花蓮縣政府北北東方  19.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 18:03,121.729,24.2422,3.5,11,花蓮縣政府北北東方  29.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:58,121.688,24.138,3.9,32.6,花蓮縣政府北北東方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
84,2024/4/3 17:53,121.682,24.099,4.3,31.2,花蓮縣政府北北東方  13.5  公里 (位於花蓮縣近海)(花蓮縣近海)
83,2024/4/3 17:53,121.674,24.0373,4.6,24.8,花蓮縣政府東北方  7.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:44,121.682,24.181,3.8,26.2,花蓮縣政府北北東方  22.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:42,121.784,24.1943,3.3,19.3,花蓮縣政府東北方  28.1  公里 (位於臺灣東部海域)(臺灣東部海域)
82,2024/4/3 17:40,121.626,24.0875,4.2,12.7,花蓮縣政府北方  10.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:38,121.689,24.1257,3.4,39.1,花蓮縣政府北北東方  16.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:36,121.736,24.1927,3.5,14.8,花蓮縣政府北北東方  25.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:34,121.615,23.7905,3.9,35.8,花蓮縣政府南方  22.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:31,121.714,24.2708,3.6,13.7,花蓮縣政府北北東方  32.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
81,2024/4/3 17:28,121.754,24.2147,4.1,13,花蓮縣政府北北東方  28.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:23,121.801,24.2137,4,9.6,花蓮縣政府東北方  30.8  公里 (位於臺灣東部海域)(臺灣東部海域)
80,2024/4/3 17:22,121.539,23.7752,4.1,15.4,花蓮縣政府南南西方  25.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
79,2024/4/3 17:20,121.71,23.9815,4.4,34.6,花蓮縣政府東方  9.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:18,121.643,24.1823,3.9,29.5,花蓮縣政府北方  21.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 17:16,121.584,23.8395,3.8,22,花蓮縣政府南南西方  17.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
78,2024/4/3 17:15,121.624,23.9552,4.4,25.3,花蓮縣政府南方  4.0  公里 (位於花蓮縣近海)(花蓮縣近海)
77,2024/4/3 17:08,121.531,23.7478,4.1,18,花蓮縣政府南南西方  28.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 17:08,121.649,24.1063,4,12.5,花蓮縣政府北北東方  13.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 17:05,121.748,24.2473,3.5,16.4,花蓮縣政府北北東方  31.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:57,121.559,23.9252,3.5,7.3,花蓮縣政府西南方  9.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
76,2024/4/3 16:56,121.631,24.0685,4.7,13.1,花蓮縣政府北方  8.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:53,121.555,23.9125,3.4,10.4,花蓮縣政府西南方  11.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 16:50,121.72,24.2627,3.4,14.6,花蓮縣政府北北東方  31.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 16:44,121.72,24.2618,3.7,14.9,花蓮縣政府北北東方  31.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 16:43,121.53,23.7733,3.7,6,花蓮縣政府南南西方  25.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 16:40,121.75,24.2872,3.2,16,花蓮縣政府北北東方  35.4  公里 (位於花蓮縣近海)(花蓮縣近海)
75,2024/4/3 16:38,121.573,23.7367,4.9,15.3,花蓮縣政府南方  28.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:36,121.757,24.0962,4.1,24.5,花蓮縣政府東北方  18.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 16:28,121.669,24.126,4.3,41.5,花蓮縣政府北北東方  15.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:28,121.804,24.2488,4.3,15.3,花蓮縣政府東北方  34.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:26,121.858,24.1775,3.6,21.7,花蓮縣政府東北方  31.8  公里 (位於臺灣東部海域)(臺灣東部海域)
74,2024/4/3 16:17,121.634,24.033,4.7,22,花蓮縣政府北北東方  4.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:15,121.704,24.1605,3.7,19.3,花蓮縣政府北北東方  20.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:13,121.668,23.9945,4.2,37.1,花蓮縣政府東方  4.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:11,121.724,24.1682,3.6,16.5,花蓮縣政府北北東方  22.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 16:09,121.55,23.7698,4.5,22.6,花蓮縣政府南南西方  25.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 15:52,121.629,23.9802,3.9,30.3,花蓮縣政府東南方  1.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 15:51,121.759,24.0275,3.4,25.6,花蓮縣政府東北東方  14.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 15:51,121.761,24.247,3.3,13.7,花蓮縣政府北北東方  31.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 15:46,121.677,24.1672,3.5,35.9,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 15:33,121.76,24.2618,3.7,14.5,花蓮縣政府北北東方  33.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 15:31,121.753,24.1363,4.4,29.5,花蓮縣政府東北方  21.0  公里 (位於花蓮縣近海)(花蓮縣近海)
73,2024/4/3 15:24,121.594,23.9892,4.5,11.8,花蓮縣政府西方  2.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2024/4/3 15:24,121.715,24.1742,3.4,16.3,花蓮縣政府北北東方  22.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 15:16,121.551,23.7662,4.1,21.3,花蓮縣政府南南西方  25.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 15:16,121.67,24.2382,3.9,11.6,花蓮縣政府北北東方  27.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 15:13,121.724,24.2972,3.8,26.4,花蓮縣政府北北東方  35.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 15:11,121.563,23.7952,3.4,19.1,花蓮縣政府南南西方  22.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 15:09,121.755,24.0078,3.4,26.8,花蓮縣政府東方  13.8  公里 (位於臺灣東部海域)(臺灣東部海域)
72,2024/4/3 15:05,121.697,24.2318,4.4,11.3,花蓮縣政府北北東方  27.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/3 14:55,121.875,24.0698,3.4,4.4,花蓮縣政府東北東方  27.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 14:47,121.531,23.7507,3.7,18.4,花蓮縣政府南南西方  28.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 14:46,121.709,24.1698,4,16.7,花蓮縣政府北北東方  21.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 14:44,121.74,24.0102,4.2,26.1,花蓮縣政府東方  12.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 14:43,121.615,23.9637,3.9,27.5,花蓮縣政府南方  3.1  公里 (位於花蓮縣近海)(花蓮縣近海)
71,2024/4/3 14:33,121.881,24.2083,4.8,5,花蓮縣政府東北方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 14:32,121.592,23.8482,4.1,38.1,花蓮縣政府南南西方  16.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
70,2024/4/3 14:31,121.528,23.9098,4.7,10.5,花蓮縣政府西南方  13.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 14:30,121.578,24.0265,3.7,19.3,花蓮縣政府西北方  5.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
69,2024/4/3 14:28,120.284,23.4623,4.3,15.5,嘉義縣政府西北西方  1.0  公里 (位於嘉義縣朴子市)(嘉義縣朴子市)
小區域有感地震,2024/4/3 14:21,121.71,24.0388,3.6,31.7,花蓮縣政府東北東方  10.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 14:20,121.689,24.0203,3.8,26.9,花蓮縣政府東北東方  7.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 14:19,121.833,24.185,4.1,20.2,花蓮縣政府東北方  30.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 14:14,121.672,24.1547,3.9,16.9,花蓮縣政府北北東方  18.9  公里 (位於花蓮縣近海)(花蓮縣近海)
68,2024/4/3 14:10,121.671,24.1542,4.6,16.5,花蓮縣政府北北東方  18.8  公里 (位於花蓮縣近海)(花蓮縣近海)
67,2024/4/3 14:09,121.684,24.1488,4.2,18,花蓮縣政府北北東方  18.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 14:06,121.777,24.0128,3.7,23,花蓮縣政府東方  16.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/3 14:00,121.546,23.813,3.7,18.3,花蓮縣政府南南西方  21.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 13:59,121.744,24.2403,3.2,11.6,花蓮縣政府北北東方  30.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 13:54,121.538,23.8188,3.6,18.8,花蓮縣政府南南西方  20.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 13:50,121.676,24.1488,3.8,36.2,花蓮縣政府北北東方  18.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 13:45,121.527,23.754,3.4,14.7,花蓮縣政府南南西方  27.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 13:44,121.656,24.0067,3.1,14.2,花蓮縣政府東北東方  4.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 13:41,121.73,24.2247,3.8,14.9,花蓮縣政府北北東方  28.2  公里 (位於花蓮縣近海)(花蓮縣近海)
66,2024/4/3 13:38,121.564,23.9215,4,5.7,花蓮縣政府西南方  9.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 13:34,121.688,24.1723,3.5,10.3,花蓮縣政府北北東方  21.2  公里 (位於花蓮縣近海)(花蓮縣近海)
65,2024/4/3 13:33,121.75,24.203,4.3,8.6,花蓮縣政府北北東方  27.0  公里 (位於花蓮縣近海)(花蓮縣近海)
64,2024/4/3 13:28,121.695,24.1718,4.6,8.4,花蓮縣政府北北東方  21.4  公里 (位於花蓮縣近海)(花蓮縣近海)
63,2024/4/3 13:23,121.69,24.0993,4.9,41,花蓮縣政府北北東方  13.9  公里 (位於花蓮縣近海)(花蓮縣近海)
62,2024/4/3 13:22,121.574,23.919,4,8.4,花蓮縣政府南南西方  9.2  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2024/4/3 13:14,121.547,23.8257,3.4,19.7,花蓮縣政府南南西方  19.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/3 13:07,121.747,24.2768,3.5,13.6,花蓮縣政府北北東方  34.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 13:00,121.658,24.0847,3.9,14.6,花蓮縣政府北北東方  11.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/3 12:58,121.646,24.0952,3.9,4.1,花蓮縣政府北北東方  11.8  公里 (位於花蓮縣近海)(花蓮縣近海)
61,2024/4/3 12:56,121.75,24.2675,4.5,14.5,花蓮縣政府北北東方  33.3  公里 (位於花蓮縣近海)(花蓮縣近海)
